Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Sc,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Educ,Family_Income,Stress_Level (1-10)
S528,Ahmed,Smith,student528@univ.edu,Female,21,Mathematics,82.66,71,51,93.09,85.62,79.17,91.72,72.04,F,28.8,No,No,High School,High,4
S529,Omar,Johnson,student529@univ.edu,Female,18,Business,59.56,91,82,67.19,65.36,48.59,57.34,90.94,B,8.4,No,No,Bachelor's,Low,7
S530,Ali,Williams,student530@univ.edu,Male,21,Engineering,92.6,42,86,99.59,64.01,94.32,52.88,66.16,A,11.5,No,Yes,High School,High,2
S531,Emma,Davis,student531@univ.edu,Female,20,Mathematics,84.71,64,87,83.7,78.58,73.4,93.87,47.51,D,7.4,Yes,Yes,Bachelor's,Low,3
S532,Ali,Williams,student532@univ.edu,Female,20,Engineering,65.38,59,97,94.45,60.76,72.25,95.55,54.06,C,6.4,No,Yes,PhD,High,1
S533,Emma,Smith,student533@univ.edu,Male,22,Engineering,89.3,66,60,96.65,76.42,83.15,94.64,60.12,D,8.1,Yes,Yes,None,High,4
S534,Sara,Jones,student534@univ.edu,Female,22,Business,89.68,48,40,67.43,52.86,52.17,78.87,59.78,B,20.0,No,Yes,None,High,10
S535,Emma,Brown,student535@univ.edu,Female,20,Business,91.34,96,77,78.21,76.94,1.95,74.29,74.68,D,18.6,No,No,Master's,Medium,8
S536,Maria,Brown,student536@univ.edu,Male,23,CS,77.63,73,46,57.85,85.1,71.27,95.06,60.73,A,18.2,Yes,Yes,None,Low,8
S537,Sara,Davis,student537@univ.edu,Male,21,CS,98.91,96,54,99.12,73.81,21.13,72.91,41.58,A,29.6,Yes,No,Bachelor's,High,9
S538,Ali,Smith,student538@univ.edu,Male,22,Mathematics,77.59,81,42,87.84,71.91,77.1,86.84,51.89,F,11.9,Yes,Yes,PhD,Medium,1
S539,Sara,Jones,student539@univ.edu,Male,20,CS,99.16,75,91,66.24,55.58,32.68,75.66,50.96,C,27.2,Yes,No,PhD,High,7
S540,Omar,Brown,student540@univ.edu,Male,20,Engineering,60.69,81,63,99.95,68.62,84.48,56.34,74.08,C,5.4,No,Yes,Master's,Low,7
S541,John,Smith,student541@univ.edu,Female,24,CS,53.99,59,56,75.76,62.19,31.21,61.03,52.51,F,15.7,No,Yes,PhD,Low,6
S542,Maria,Smith,student542@univ.edu,Female,18,Mathematics,74.13,69,77,94.7,67.06,26.76,68.58,78.36,C,21.0,Yes,No,Bachelor's,High,8
S543,John,Brown,student543@univ.edu,Male,24,Mathematics,58.23,90,60,56.68,58.59,69.94,68.77,68.42,B,19.1,Yes,No,High School,Medium,10
S544,Emma,Johnson,student544@univ.edu,Male,24,Engineering,96.71,69,41,98.27,73.48,28.66,99.44,73.45,A,22.1,Yes,Yes,Master's,Medium,8
S545,Sara,Johnson,student545@univ.edu,Male,18,Engineering,64.35,76,74,56.31,63.9,21.41,72.85,46.04,A,6.5,No,Yes,Master's,High,3
S546,Ahmed,Smith,student546@univ.edu,Female,18,Business,74.48,63,80,67.0,90.84,75.44,84.1,58.88,D,24.3,No,Yes,High School,Medium,6
S547,Omar,Brown,student547@univ.edu,Female,20,Engineering,91.34,91,57,92.38,62.22,70.48,57.07,45.52,B,29.8,No,Yes,None,High,3
S548,John,Brown,student548@univ.edu,Male,18,CS,95.16,73,64,66.63,88.63,20.2,90.08,72.54,D,24.5,Yes,No,Master's,High,2
S549,Sara,Davis,student549@univ.edu,Male,23,Mathematics,91.77,43,75,83.42,91.4,49.98,65.18,65.08,F,25.4,Yes,Yes,High School,High,2
S550,Ahmed,Williams,student550@univ.edu,Female,22,Engineering,60.88,94,97,91.61,66.77,69.22,89.13,55.83,D,18.9,Yes,No,Master's,Low,1
S551,Emma,Johnson,student551@univ.edu,Male,23,Mathematics,87.39,62,91,92.77,88.89,37.02,74.9,65.11,C,19.1,Yes,No,None,High,2
S552,Ali,Brown,student552@univ.edu,Male,18,Mathematics,93.92,97,94,96.44,82.66,39.11,57.07,64.02,D,12.8,Yes,Yes,Bachelor's,Low,6
S553,Omar,Johnson,student553@univ.edu,Female,24,Mathematics,93.73,66,88,93.26,70.43,34.02,99.03,92.3,D,14.0,No,No,Bachelor's,Medium,6
S554,Sara,Williams,student554@univ.edu,Female,18,Mathematics,54.89,84,49,53.99,62.89,2.0,55.5,40.02,D,5.7,Yes,No,Master's,Low,2
S555,Omar,Smith,student555@univ.edu,Male,18,CS,50.67,89,43,57.47,70.01,7.18,66.13,52.51,C,8.3,No,No,Master's,High,10
S556,Ahmed,Brown,student556@univ.edu,Male,18,Mathematics,57.49,59,56,79.06,61.62,81.6,72.68,71.16,B,27.3,Yes,No,Master's,Medium,6
S557,Ali,Davis,student557@univ.edu,Male,23,CS,86.32,47,77,58.57,92.27,30.96,71.0,50.41,A,27.9,No,Yes,Master's,High,8
S558,Liam,Jones,student558@univ.edu,Male,23,Engineering,89.63,81,50,85.61,85.71,29.03,70.0,92.41,B,8.2,No,Yes,Bachelor's,High,3
S559,Liam,Johnson,student559@univ.edu,Female,22,Business,62.94,85,95,73.81,71.23,53.59,79.58,82.37,A,10.8,Yes,No,None,Low,1
S560,Maria,Brown,student560@univ.edu,Female,23,CS,80.72,72,68,92.16,93.29,8.93,73.63,52.02,D,5.7,Yes,No,PhD,Low,5
S561,Liam,Brown,student561@univ.edu,Female,23,Business,86.08,47,40,95.57,69.5,97.64,69.57,41.1,D,28.8,Yes,No,None,Low,9
S562,Maria,Jones,student562@univ.edu,Male,19,Mathematics,56.53,48,72,55.66,64.46,14.91,96.68,79.8,A,26.7,Yes,No,High School,Medium,9
S563,Emma,Jones,student563@univ.edu,Male,19,Business,51.82,48,62,74.15,79.67,41.72,80.71,46.67,C,19.4,No,Yes,High School,High,10
S564,John,Johnson,student564@univ.edu,Male,24,Mathematics,82.21,52,56,75.99,68.15,18.21,59.52,51.2,C,28.8,No,No,High School,Medium,7
S565,Ali,Jones,student565@univ.edu,Male,20,Mathematics,76.73,40,41,50.88,80.35,47.75,77.77,83.55,F,13.7,No,No,PhD,Low,4
S566,Omar,Davis,student566@univ.edu,Female,18,CS,51.85,46,44,86.25,95.8,9.44,94.04,48.56,D,13.3,No,Yes,None,Low,8
S567,Ali,Brown,student567@univ.edu,Female,22,CS,68.75,70,87,67.76,83.67,28.67,59.37,64.07,B,14.5,No,Yes,Bachelor's,Medium,4
S568,Emma,Johnson,student568@univ.edu,Male,23,Mathematics,74.61,46,45,89.52,64.15,37.43,97.27,53.52,A,8.8,Yes,Yes,None,High,8
S569,Maria,Smith,student569@univ.edu,Female,18,Business,86.14,73,64,95.85,70.92,34.49,65.3,75.34,F,9.6,No,Yes,None,High,5
S570,Maria,Davis,student570@univ.edu,Male,24,Engineering,61.15,65,78,85.04,66.29,44.35,83.52,52.1,A,20.0,Yes,No,Bachelor's,Low,1
S571,Ahmed,Davis,student571@univ.edu,Male,24,Engineering,62.84,98,75,99.25,57.93,77.43,80.12,67.63,B,7.8,Yes,Yes,None,Low,8
S572,John,Brown,student572@univ.edu,Male,22,CS,86.23,63,45,95.86,50.92,96.45,52.65,80.89,F,14.9,No,No,Master's,Medium,10
S573,Omar,Davis,student573@univ.edu,Female,24,Business,91.55,49,86,61.66,92.31,81.9,53.08,42.57,F,20.5,No,No,None,High,5
S574,Ahmed,Johnson,student574@univ.edu,Female,19,Engineering,69.19,80,52,89.48,70.0,66.27,66.72,96.02,D,16.1,Yes,No,PhD,Medium,1
S575,John,Davis,student575@univ.edu,Male,23,Mathematics,87.74,59,51,53.51,90.16,11.24,89.59,42.55,B,12.3,No,No,High School,Medium,6
S576,Omar,Davis,student576@univ.edu,Male,21,CS,78.72,67,63,90.9,66.65,81.07,67.47,56.29,D,16.7,Yes,Yes,PhD,High,10
S577,Liam,Davis,student577@univ.edu,Female,23,CS,50.82,41,89,52.53,60.08,44.95,92.9,88.28,A,14.0,No,No,PhD,Medium,9
S578,Liam,Williams,student578@univ.edu,Male,21,Mathematics,57.31,46,97,56.03,86.75,92.67,56.65,40.67,F,15.4,No,No,None,High,3
S579,John,Brown,student579@univ.edu,Male,22,CS,88.07,69,69,95.7,99.43,72.11,76.23,73.58,A,5.1,No,Yes,None,High,2
S580,Ali,Williams,student580@univ.edu,Female,18,Business,76.24,99,73,97.25,70.62,95.41,82.31,74.88,B,28.6,No,No,High School,Low,5
S581,Emma,Williams,student581@univ.edu,Female,22,Engineering,55.68,95,42,91.9,84.69,1.07,89.7,75.82,C,26.4,Yes,Yes,High School,High,1
S582,Emma,Brown,student582@univ.edu,Female,24,Engineering,75.39,79,95,84.78,73.01,2.62,99.52,68.13,C,21.0,Yes,Yes,High School,Medium,2
S583,Maria,Davis,student583@univ.edu,Female,20,Mathematics,75.01,66,45,95.39,93.14,9.81,96.6,64.58,D,8.1,No,No,Bachelor's,Low,1
S584,Omar,Davis,student584@univ.edu,Male,23,Business,54.4,40,50,69.0,81.82,59.84,94.18,56.52,A,24.9,Yes,Yes,Bachelor's,Low,1
S585,Ahmed,Jones,student585@univ.edu,Male,24,CS,71.3,51,91,61.3,58.49,68.99,73.83,54.67,D,22.4,Yes,No,High School,High,2
S586,Ahmed,Smith,student586@univ.edu,Female,19,CS,95.97,95,61,93.32,81.31,63.34,53.17,79.0,D,19.3,No,No,Master's,Medium,8
S587,John,Jones,student587@univ.edu,Male,24,Engineering,92.34,76,60,70.18,84.41,94.12,64.11,77.52,D,27.4,No,No,High School,High,7
S588,Ahmed,Brown,student588@univ.edu,Male,22,CS,62.47,58,54,70.8,61.17,23.45,57.53,62.02,C,23.2,Yes,No,Bachelor's,High,4
S589,Ali,Smith,student589@univ.edu,Male,18,Engineering,66.37,50,54,99.29,77.51,0.1,50.36,94.4,B,12.0,No,Yes,Master's,Low,2
S590,Omar,Jones,student590@univ.edu,Male,19,Business,91.89,48,98,94.27,97.29,7.43,86.98,88.37,F,13.7,No,No,Master's,Medium,7
S591,Omar,Williams,student591@univ.edu,Male,20,Engineering,97.24,72,95,70.4,84.93,53.57,99.92,59.01,C,12.5,Yes,Yes,Bachelor's,Medium,9
S592,Maria,Smith,student592@univ.edu,Male,20,Mathematics,51.43,42,81,80.13,50.37,70.39,72.05,65.34,A,16.3,Yes,No,High School,High,4
S593,Omar,Brown,student593@univ.edu,Male,22,Engineering,89.49,76,98,79.96,52.94,64.82,74.85,55.72,B,17.5,Yes,No,Bachelor's,High,3
S594,Omar,Brown,student594@univ.edu,Female,21,CS,72.86,54,69,99.0,78.6,7.25,78.1,53.24,D,9.6,No,Yes,Master's,Low,2
S595,Omar,Brown,student595@univ.edu,Male,20,CS,88.42,57,70,53.55,60.1,72.5,87.13,46.15,C,7.1,No,No,Master's,Medium,5
S596,Sara,Williams,student596@univ.edu,Male,21,Business,64.93,51,45,68.57,89.66,80.98,82.93,86.64,A,28.0,Yes,Yes,None,High,7
S597,Emma,Williams,student597@univ.edu,Female,24,Business,55.76,73,92,84.0,82.64,25.1,61.61,95.83,C,22.4,Yes,Yes,High School,Medium,4
S598,Maria,Jones,student598@univ.edu,Male,19,Mathematics,54.31,99,49,51.18,86.63,5.69,88.34,92.67,F,22.0,No,No,PhD,High,6
S599,Maria,Smith,student599@univ.edu,Female,23,Engineering,83.58,48,62,61.03,66.61,88.63,71.47,43.22,C,5.9,Yes,No,None,Low,10
S600,Ali,Williams,student600@univ.edu,Female,22,Engineering,79.3,40,51,74.73,65.63,20.63,71.29,44.38,F,15.3,Yes,No,Bachelor's,Medium,10
S601,Liam,Brown,student601@univ.edu,Male,22,Engineering,70.59,71,40,69.77,64.03,21.57,93.41,62.55,A,20.7,Yes,No,PhD,Low,3
S602,Sara,Jones,student602@univ.edu,Male,24,Engineering,84.29,81,50,66.97,84.49,5.91,97.32,58.12,D,14.8,Yes,Yes,Bachelor's,Low,5
S603,Ahmed,Davis,student603@univ.edu,Male,22,Mathematics,86.48,41,58,56.5,86.86,59.41,77.88,95.98,F,12.8,No,Yes,High School,High,9
S604,Liam,Brown,student604@univ.edu,Male,23,Engineering,63.42,89,43,86.14,58.91,31.31,76.36,88.81,B,12.7,Yes,No,Master's,High,7
S605,Ahmed,Brown,student605@univ.edu,Male,22,Business,96.23,76,80,59.78,72.34,91.83,87.25,55.54,C,17.1,No,No,Bachelor's,High,1
S606,Ahmed,Brown,student606@univ.edu,Male,18,Business,80.52,53,90,81.28,68.58,58.58,66.74,98.79,C,26.7,Yes,No,Bachelor's,Medium,1
S607,Sara,Brown,student607@univ.edu,Male,19,Mathematics,63.47,67,68,90.57,54.74,36.67,81.11,71.15,B,18.6,No,No,Bachelor's,Low,10
S608,Emma,Jones,student608@univ.edu,Male,19,Business,94.43,64,54,77.79,52.31,27.54,74.33,86.1,A,5.2,Yes,Yes,Bachelor's,High,2
S609,John,Davis,student609@univ.edu,Male,24,CS,67.82,75,57,76.24,90.71,59.55,68.02,71.01,F,23.5,Yes,No,None,High,6
S610,Liam,Davis,student610@univ.edu,Male,20,CS,90.32,95,45,52.75,61.11,59.06,58.25,46.09,A,19.2,No,No,None,Low,8
S611,Maria,Williams,student611@univ.edu,Female,18,Engineering,87.66,51,73,84.16,54.6,59.62,71.51,61.39,F,19.9,No,No,Master's,High,10
S612,Emma,Davis,student612@univ.edu,Male,21,CS,50.45,83,65,76.84,68.07,16.88,74.58,62.09,C,15.5,No,No,Bachelor's,High,5
S613,John,Smith,student613@univ.edu,Male,19,Business,86.69,43,92,52.39,93.13,69.8,63.63,42.34,B,29.2,No,No,High School,Low,10
S614,Sara,Jones,student614@univ.edu,Female,21,Engineering,55.36,41,48,53.7,86.27,70.3,57.14,58.61,A,29.1,No,Yes,Bachelor's,High,8
S615,Emma,Johnson,student615@univ.edu,Male,19,Engineering,73.21,99,86,93.52,80.46,6.49,82.82,63.4,B,9.5,No,No,PhD,High,4
S616,Ali,Davis,student616@univ.edu,Female,20,Engineering,58.15,94,54,92.65,61.21,40.69,73.98,48.07,D,14.1,Yes,Yes,PhD,Medium,1
S617,Maria,Jones,student617@univ.edu,Male,23,CS,91.96,78,41,52.67,89.59,40.07,86.11,47.98,B,13.2,Yes,Yes,Master's,Low,10
S618,Sara,Jones,student618@univ.edu,Female,23,CS,90.02,96,78,50.99,64.24,10.73,58.85,53.95,C,6.1,No,Yes,PhD,Medium,5
S619,Ali,Johnson,student619@univ.edu,Male,22,CS,87.9,49,79,77.93,83.2,87.09,85.28,53.96,A,25.4,No,Yes,None,High,8
S620,Sara,Johnson,student620@univ.edu,Female,20,CS,74.48,74,71,95.69,72.25,73.79,74.83,84.61,A,11.0,No,Yes,High School,Medium,4
S621,Omar,Johnson,student621@univ.edu,Male,23,Business,86.93,53,50,78.95,76.93,81.99,78.43,54.53,F,27.6,Yes,Yes,High School,Low,2
S622,Emma,Smith,student622@univ.edu,Female,23,Engineering,84.46,92,99,91.96,63.25,94.57,68.98,52.29,B,13.9,No,Yes,PhD,Low,3
S623,John,Jones,student623@univ.edu,Female,23,Engineering,66.75,89,72,57.47,52.45,79.68,97.05,46.43,D,11.6,No,No,PhD,High,8
S624,Sara,Johnson,student624@univ.edu,Female,19,CS,71.1,98,61,66.37,59.54,48.29,80.98,60.18,F,21.4,No,No,PhD,High,10
S625,Omar,Davis,student625@univ.edu,Male,20,Mathematics,75.78,57,60,93.75,52.1,50.47,77.5,79.43,C,5.4,No,No,High School,High,2
S626,Ali,Brown,student626@univ.edu,Female,24,CS,54.44,42,42,73.73,97.47,7.42,89.86,46.56,B,18.7,Yes,No,PhD,Medium,1
S627,Sara,Johnson,student627@univ.edu,Female,23,Business,90.2,81,90,70.41,76.85,30.89,88.27,45.22,C,20.6,No,No,Master's,Low,10
S628,Liam,Smith,student628@univ.edu,Male,19,Mathematics,73.94,52,50,90.93,77.11,27.07,83.6,63.59,D,9.0,Yes,Yes,None,Low,5
S629,Omar,Davis,student629@univ.edu,Male,18,Engineering,66.16,44,63,61.06,96.09,95.17,70.42,65.86,B,24.3,No,No,High School,Low,3
S630,John,Brown,student630@univ.edu,Female,22,Business,57.35,51,89,58.83,92.39,30.7,55.45,56.15,B,25.0,Yes,Yes,Master's,Low,8
S631,Omar,Davis,student631@univ.edu,Female,21,CS,64.79,48,79,54.34,79.23,92.89,76.36,85.1,A,12.2,Yes,Yes,Bachelor's,Low,10
S632,Liam,Williams,student632@univ.edu,Female,24,Mathematics,53.65,63,56,55.68,56.05,60.54,87.39,93.56,A,9.1,Yes,Yes,High School,High,5
S633,Omar,Williams,student633@univ.edu,Female,19,Business,94.69,46,49,81.28,79.86,56.86,77.51,74.81,B,19.8,Yes,Yes,Bachelor's,Low,10
S634,Sara,Brown,student634@univ.edu,Female,23,Business,60.28,69,75,70.19,83.4,55.34,71.91,68.46,F,13.7,Yes,No,High School,Medium,6
S635,Ahmed,Williams,student635@univ.edu,Male,20,Engineering,85.14,81,70,54.32,68.78,98.71,65.69,83.72,A,18.9,No,Yes,Master's,Medium,10
S636,Liam,Williams,student636@univ.edu,Female,23,CS,56.58,73,97,51.76,77.95,20.74,66.36,79.36,A,23.5,No,No,Master's,Low,7
S637,Liam,Jones,student637@univ.edu,Female,22,CS,92.41,53,95,52.11,91.1,64.18,99.04,81.02,F,5.5,Yes,No,Master's,Medium,9
S638,Liam,Davis,student638@univ.edu,Male,18,Mathematics,97.97,43,50,70.11,98.04,2.77,72.48,64.72,B,16.9,Yes,Yes,High School,High,6
S639,Omar,Brown,student639@univ.edu,Female,22,Engineering,65.39,61,46,85.75,92.64,75.12,94.73,97.15,D,15.9,No,No,Master's,High,6
S640,John,Smith,student640@univ.edu,Female,23,Business,66.33,46,81,51.75,54.21,34.9,82.6,88.9,C,24.8,Yes,No,High School,High,4
S641,Emma,Brown,student641@univ.edu,Male,23,Business,77.56,69,69,75.71,80.2,12.83,82.67,51.94,F,28.0,No,No,Master's,Medium,4
S642,Maria,Davis,student642@univ.edu,Male,23,CS,73.48,80,76,90.85,96.82,30.25,62.4,70.05,A,27.3,No,Yes,PhD,Medium,10
S643,Liam,Jones,student643@univ.edu,Female,22,Engineering,98.68,62,40,91.97,61.64,78.26,66.54,68.87,C,7.4,No,No,PhD,High,7
S644,Sara,Brown,student644@univ.edu,Female,24,CS,63.03,56,40,79.71,87.47,13.5,81.06,99.16,B,29.2,No,Yes,Bachelor's,Low,2
S645,Ali,Johnson,student645@univ.edu,Female,22,Mathematics,59.75,43,98,51.82,87.61,86.99,91.45,72.5,C,6.3,Yes,Yes,High School,Medium,2
S646,Emma,Davis,student646@univ.edu,Female,21,CS,62.98,77,79,77.52,90.15,83.89,94.09,64.45,C,8.7,No,Yes,Bachelor's,Low,5
S647,John,Johnson,student647@univ.edu,Female,20,Engineering,55.22,49,49,57.16,93.56,79.19,76.22,76.58,D,16.3,No,Yes,High School,Medium,6
S648,Emma,Jones,student648@univ.edu,Female,24,CS,54.77,89,92,80.85,84.46,96.48,63.76,54.28,D,24.4,No,No,PhD,Medium,8
S649,Liam,Davis,student649@univ.edu,Female,20,Engineering,84.79,61,64,97.94,86.74,89.92,54.92,95.31,A,13.4,Yes,Yes,High School,High,4
S650,Omar,Brown,student650@univ.edu,Female,19,Engineering,96.58,67,80,74.86,71.21,70.3,67.1,65.62,F,13.4,No,No,PhD,Medium,1
S651,Emma,Smith,student651@univ.edu,Female,22,Mathematics,66.76,63,60,99.66,51.18,36.78,58.21,69.58,C,14.1,Yes,No,Bachelor's,Low,1
S652,Maria,Brown,student652@univ.edu,Male,20,Engineering,98.45,81,53,96.67,69.0,62.81,85.62,48.21,D,7.3,Yes,Yes,Bachelor's,Medium,7
S653,Maria,Smith,student653@univ.edu,Male,18,Mathematics,61.02,44,96,86.93,56.31,58.18,73.55,65.24,D,29.7,No,No,Bachelor's,Medium,10
S654,Liam,Johnson,student654@univ.edu,Female,19,Business,77.21,96,88,52.24,68.5,99.49,82.84,70.4,C,26.4,Yes,Yes,None,Medium,4
S655,Sara,Brown,student655@univ.edu,Male,19,Business,99.76,66,64,65.36,73.22,64.88,66.96,96.6,D,9.9,No,No,Master's,Medium,10
S656,Omar,Smith,student656@univ.edu,Female,22,Mathematics,81.22,90,71,88.13,54.7,77.98,90.41,99.6,A,28.3,No,No,PhD,Medium,10
S657,Liam,Jones,student657@univ.edu,Male,24,Engineering,55.13,48,90,81.84,88.98,84.86,87.4,46.79,B,25.9,No,No,None,High,6
S658,Liam,Davis,student658@univ.edu,Female,18,Engineering,85.31,51,69,93.91,62.61,29.22,80.29,99.77,D,12.2,No,Yes,PhD,High,2
S659,Maria,Johnson,student659@univ.edu,Female,19,Business,50.7,99,48,53.4,99.83,43.4,61.96,52.49,F,18.0,Yes,No,PhD,High,5
S660,Emma,Davis,student660@univ.edu,Female,18,CS,62.39,48,91,72.52,72.19,47.77,57.61,54.94,B,15.6,Yes,No,Bachelor's,Medium,7
S661,Omar,Davis,student661@univ.edu,Female,19,Engineering,64.92,44,67,93.86,91.42,71.43,63.4,74.69,D,10.4,No,No,PhD,Low,10
S662,Emma,Smith,student662@univ.edu,Female,20,Engineering,55.16,64,92,75.41,98.83,47.81,62.52,82.42,F,28.4,No,No,Master's,Low,8
S663,Ali,Johnson,student663@univ.edu,Female,21,Business,82.18,45,90,61.26,57.93,62.08,64.24,44.42,F,6.0,Yes,Yes,PhD,Low,8
S664,Ali,Brown,student664@univ.edu,Female,18,Engineering,65.91,58,95,94.04,95.08,65.58,70.54,70.16,F,23.7,No,Yes,Master's,Medium,4
S665,Emma,Smith,student665@univ.edu,Male,18,Business,97.2,82,95,92.43,92.98,29.67,77.96,40.09,C,22.3,No,No,Master's,High,4
S666,John,Brown,student666@univ.edu,Female,21,Engineering,69.56,43,93,55.22,90.04,19.94,84.21,90.76,D,7.0,No,No,PhD,High,10
S667,Maria,Davis,student667@univ.edu,Male,22,CS,54.25,99,72,52.92,64.43,23.77,63.09,47.97,D,18.8,Yes,No,PhD,Medium,6
S668,Emma,Davis,student668@univ.edu,Male,21,Engineering,65.68,85,82,99.79,92.14,17.62,78.46,51.63,F,11.0,Yes,No,Master's,Low,2
S669,Sara,Davis,student669@univ.edu,Female,23,Mathematics,67.42,68,95,61.26,60.89,71.57,81.37,75.65,C,20.5,Yes,Yes,Bachelor's,High,9
S670,Sara,Smith,student670@univ.edu,Female,21,CS,98.41,40,58,83.72,59.3,70.41,80.86,72.42,F,24.3,Yes,No,PhD,Low,5
S671,Omar,Smith,student671@univ.edu,Female,22,Business,76.27,61,78,81.92,86.99,16.63,52.82,53.08,B,11.9,Yes,No,High School,High,10
S672,Maria,Johnson,student672@univ.edu,Male,24,Mathematics,76.67,95,76,66.2,90.05,96.82,77.88,94.16,C,17.1,No,Yes,None,High,6
S673,Ali,Davis,student673@univ.edu,Male,23,Engineering,93.31,88,91,63.78,95.29,22.62,74.05,68.02,A,20.5,Yes,Yes,High School,Medium,4
S674,Ahmed,Jones,student674@univ.edu,Male,20,CS,60.06,66,61,66.43,69.26,70.63,96.67,97.59,A,12.9,Yes,Yes,High School,Medium,4
S675,John,Smith,student675@univ.edu,Female,22,Mathematics,88.58,44,92,94.46,62.83,4.67,55.48,86.0,F,26.7,Yes,No,Master's,High,8
S676,Liam,Davis,student676@univ.edu,Male,19,CS,58.1,98,63,53.99,94.41,45.35,71.04,74.93,C,14.3,Yes,Yes,PhD,High,7
S677,Ali,Smith,student677@univ.edu,Male,18,Mathematics,52.41,83,80,98.94,86.83,46.96,65.58,89.82,F,6.6,No,No,High School,High,3
S678,Maria,Williams,student678@univ.edu,Male,20,CS,73.12,69,57,88.89,72.15,21.27,93.82,97.14,B,14.5,No,Yes,High School,Medium,3
S679,John,Johnson,student679@univ.edu,Male,19,CS,87.33,94,45,93.81,57.61,11.47,55.68,40.34,D,16.6,Yes,No,None,High,10
S680,Sara,Jones,student680@univ.edu,Male,21,Business,58.68,46,57,95.67,93.27,70.82,87.66,91.53,C,10.5,No,No,High School,High,7
S681,Ali,Johnson,student681@univ.edu,Female,18,CS,69.04,76,53,90.31,95.2,57.54,96.73,45.38,C,28.6,Yes,No,None,Medium,2
S682,Ali,Jones,student682@univ.edu,Female,18,Engineering,57.9,41,96,73.47,71.36,30.13,89.79,93.43,C,28.7,No,Yes,Bachelor's,Low,10
S683,Omar,Smith,student683@univ.edu,Male,18,Business,52.06,83,89,97.36,81.86,78.08,66.36,65.53,B,29.2,No,No,High School,Low,6
S684,John,Brown,student684@univ.edu,Male,22,Engineering,71.64,54,60,62.6,79.04,54.56,64.53,75.65,C,28.0,No,Yes,None,High,1
S685,Liam,Johnson,student685@univ.edu,Male,18,Business,73.32,85,78,59.49,60.05,94.89,98.71,52.21,A,27.5,No,No,High School,Low,4
S686,Omar,Brown,student686@univ.edu,Female,20,Business,55.92,66,73,73.68,65.62,22.7,56.07,99.63,C,26.3,No,No,Bachelor's,High,4
S687,Ahmed,Davis,student687@univ.edu,Female,22,Engineering,56.17,44,61,91.18,81.82,17.32,85.79,52.51,B,25.1,Yes,Yes,None,High,6
S688,Ali,Brown,student688@univ.edu,Female,23,Mathematics,83.51,98,66,92.6,61.76,30.54,65.48,91.43,F,13.7,No,No,High School,Medium,7
S689,Emma,Davis,student689@univ.edu,Male,19,Business,88.43,88,54,67.95,68.23,98.3,72.52,60.09,C,13.6,No,No,Master's,Low,3
S690,John,Brown,student690@univ.edu,Female,18,Business,52.16,68,92,85.17,54.04,47.02,85.32,85.05,A,14.5,Yes,Yes,None,Low,8
S691,Ahmed,Johnson,student691@univ.edu,Male,23,Mathematics,82.35,72,95,73.69,96.34,6.36,84.15,62.27,F,13.0,No,Yes,Bachelor's,Medium,10
S692,Sara,Johnson,student692@univ.edu,Female,23,Mathematics,51.25,75,96,93.78,61.51,69.57,78.01,54.75,D,27.4,No,No,Master's,High,9
S693,Sara,Williams,student693@univ.edu,Male,23,Mathematics,60.85,52,62,53.26,72.76,23.45,69.73,51.25,F,14.9,Yes,No,Master's,Medium,1
S694,John,Davis,student694@univ.edu,Female,18,CS,99.85,79,98,59.54,93.84,68.65,94.1,95.83,C,17.2,Yes,No,Bachelor's,Low,1
S695,Ali,Williams,student695@univ.edu,Male,20,Engineering,95.46,81,54,57.85,82.76,98.38,80.78,49.26,C,7.6,Yes,No,PhD,High,4
S696,Emma,Smith,student696@univ.edu,Female,20,Engineering,86.98,99,74,52.8,96.72,64.93,66.14,62.97,B,21.7,No,Yes,None,High,9
S697,Ali,Johnson,student697@univ.edu,Female,24,Business,55.0,51,84,70.89,95.22,57.15,62.61,94.64,C,27.7,Yes,Yes,PhD,Medium,3
S698,Sara,Davis,student698@univ.edu,Male,20,CS,84.81,75,95,86.02,69.86,72.63,83.45,83.02,F,14.4,Yes,Yes,None,Medium,7
S699,Ali,Davis,student699@univ.edu,Male,22,Engineering,93.86,84,80,60.55,82.78,34.5,74.19,77.83,A,14.1,Yes,No,Master's,Low,2
S700,Ali,Johnson,student700@univ.edu,Female,20,CS,66.85,44,41,94.72,62.71,94.43,94.94,77.61,D,10.4,Yes,Yes,None,Low,2
S701,John,Jones,student701@univ.edu,Male,19,CS,57.1,71,96,57.96,65.1,27.0,81.21,54.33,D,6.2,No,No,Master's,High,6
S702,John,Davis,student702@univ.edu,Male,23,Business,70.14,50,71,52.12,64.83,83.86,51.93,76.88,D,24.7,Yes,Yes,None,High,5
S703,Maria,Brown,student703@univ.edu,Female,21,CS,94.67,65,73,76.97,57.05,12.72,69.83,75.08,A,23.5,No,Yes,Bachelor's,High,7
S704,Omar,Jones,student704@univ.edu,Male,21,Business,94.32,46,85,98.06,89.15,14.05,99.89,41.74,A,18.3,Yes,Yes,Bachelor's,High,9
